Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"5.8. - 12.8.
							(8 dní)",19590,Corfu,Aegli,100428,Electra Tours,Polopenze
"5.8. - 12.8.
							(8 dní)",14890,Corfu,Iliada Beach,106604,Electra Tours,Snídaně
"5.8. - 12.8.
							(8 dní)",16850,Corfu,Iliada Beach,106604,Electra Tours,Polopenze
"5.8. - 12.8.
							(8 dní)",16650,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"5.8. - 12.8.
							(8 dní)",19190,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"5.8. - 12.8.
							(8 dní)",16490,Corfu,Pyrros,100462,Electra Tours,Snídaně
"5.8. - 12.8.
							(8 dní)",16490,Corfu,Paradise Corfu,104741,Pantour,Polopenze
"11.8. - 18.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"5.8. - 12.8.
							(8 dní)",14290,Corfu,Paradise Corfu,104741,,Snídaně
"4.8. - 11.8.
							(8 dní)",16990,Corfu,Studia Marios,9374,Blue Style,Bez stravy
"6.8. - 13.8.
							(8 dní)",13914,Corfu,Vila Argyris,112002,Viamare,Bez stravy
"12.8. - 19.8.
							(8 dní)",21990,Corfu,The Wave,111737,,Bez stravy
"13.8. - 20.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"12.8. - 19.8.
							(8 dní)",16650,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"12.8. - 19.8.
							(8 dní)",19190,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"12.8. - 19.8.
							(8 dní)",15690,Corfu,Nefeli,8719,Pantour,Snídaně
"12.8. - 19.8.
							(8 dní)",24869,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Polopenze
"12.8. - 19.8.
							(8 dní)",21806,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Snídaně
"12.8. - 19.8.
							(8 dní)",16490,Corfu,Pyrros,100462,Electra Tours,Snídaně
"12.8. - 19.8.
							(8 dní)",12090,Corfu,Karina,107800,Pantour,Snídaně
"9.9. - 16.9.
							(8 dní)",14390,Corfu,Aegli,100428,Electra Tours,Snídaně
"12.8. - 19.8.
							(8 dní)",16990,Corfu,Karina,107800,,Polopenze
"12.8. - 19.8.
							(8 dní)",18350,Corfu,Karina,107800,Electra Tours,Plná penze
"12.8. - 19.8.
							(8 dní)",15850,Corfu,Aegli,100428,Electra Tours,Snídaně
"12.8. - 19.8.
							(8 dní)",19590,Corfu,Aegli,100428,Electra Tours,Polopenze
"12.8. - 19.8.
							(8 dní)",14090,Corfu,Dimitra Studios & Apartments ,62594,Pantour,All Inclusive
"12.8. - 19.8.
							(8 dní)",12490,Corfu,Dimitra Studios & Apartments ,62594,,Bez stravy
"9.9. - 16.9.
							(8 dní)",18150,Corfu,Aegli,100428,Electra Tours,Polopenze
"9.9. - 16.9.
							(8 dní)",15890,Corfu,Govino Bay,104056,Pantour,Polopenze
"9.9. - 16.9.
							(8 dní)",12490,Corfu,Govino Bay,104056,,Snídaně
"9.9. - 16.9.
							(8 dní)",10990,Corfu,Govino Bay,104056,Pantour,Bez stravy
"9.9. - 16.9.
							(8 dní)",14150,Corfu,Dassia Beach,107430,Electra Tours,Bez stravy
"9.9. - 16.9.
							(8 dní)",15290,Corfu,Dassia Beach,107430,Electra Tours,Snídaně
"9.9. - 16.9.
							(8 dní)",18290,Corfu,Dassia Beach,107430,Electra Tours,Polopenze
"9.9. - 16.9.
							(8 dní)",16890,Corfu,Karina,107800,Electra Tours,Plná penze
"9.9. - 16.9.
							(8 dní)",11090,Corfu,Karina,107800,Pantour,Snídaně
"9.9. - 16.9.
							(8 dní)",15550,Corfu,Karina,107800,,Polopenze
"9.9. - 16.9.
							(8 dní)",15250,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"9.9. - 16.9.
							(8 dní)",12690,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"9.9. - 16.9.
							(8 dní)",14590,Corfu,Rezidence Sandras - studia,44750,Inex,Bez stravy
"9.9. - 16.9.
							(8 dní)",13790,Corfu,Iliada Beach,106604,Electra Tours,Snídaně
"9.9. - 16.9.
							(8 dní)",15750,Corfu,Iliada Beach,106604,Electra Tours,Polopenze
"8.9. - 15.9.
							(8 dní)",19660,Corfu,The Wave,111737,Greece tours,Bez stravy
"9.9. - 16.9.
							(8 dní)",19660,Corfu,The Wave,111737,,Bez stravy
"10.9. - 17.9.
							(8 dní)",19660,Corfu,The Wave,111737,Greece tours,Bez stravy
"17.6. - 24.6.
							(8 dní)",12390,Corfu,El Greco,107429,Electra Tours,Snídaně
"16.6. - 23.6.
							(8 dní)",13690,Corfu,Studia Marios,9374,Blue Style,Bez stravy
"22.7. - 29.7.
							(8 dní)",14890,Corfu,Iliada Beach,106604,Electra Tours,Snídaně
"22.7. - 29.7.
							(8 dní)",16850,Corfu,Iliada Beach,106604,Electra Tours,Polopenze
"21.7. - 28.7.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"22.7. - 29.7.
							(8 dní)",21990,Corfu,The Wave,111737,,Bez stravy
"23.7. - 30.7.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"22.7. - 29.7.
							(8 dní)",22750,Corfu,Divani Corfu Palace,58681,Electra Tours,Snídaně
"22.7. - 29.7.
							(8 dní)",26390,Corfu,Divani Corfu Palace,58681,Electra Tours,Polopenze
"22.7. - 29.7.
							(8 dní)",15190,Corfu,Orange Groove (Benitses),107218,Pantour,Snídaně
"22.7. - 29.7.
							(8 dní)",19190,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"22.7. - 29.7.
							(8 dní)",16650,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"21.7. - 28.7.
							(8 dní)",12589,Corfu,Milton (Roda),108032,Solartour SK,Snídaně
"22.7. - 29.7.
							(8 dní)",14990,Corfu,Domenico,109325,Pantour,Polopenze
"22.7. - 29.7.
							(8 dní)",12690,Corfu,Domenico,109325,,Snídaně
"21.7. - 28.7.
							(8 dní)",13590,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Bez stravy
"21.7. - 28.7.
							(8 dní)",13990,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Snídaně
"9.6. - 16.6.
							(8 dní)",11790,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Bez stravy
"9.6. - 16.6.
							(8 dní)",12190,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Snídaně
"9.6. - 16.6.
							(8 dní)",23390,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"9.6. - 18.6.
							(10 dní)",27890,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"10.6. - 17.6.
							(8 dní)",23790,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"10.6. - 17.6.
							(8 dní)",14090,Corfu,Iliada Beach,106604,Electra Tours,Polopenze
"10.6. - 17.6.
							(8 dní)",12190,Corfu,Iliada Beach,106604,Electra Tours,Snídaně
"9.6. - 16.6.
							(8 dní)",37930,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"10.6. - 17.6.
							(8 dní)",39080,Corfu,Grecotel Eva Palace,28162,,Polopenze
"11.6. - 18.6.
							(8 dní)",40230,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"10.6. - 17.6.
							(8 dní)",12390,Corfu,Orange Groove (Benitses),107218,Pantour,Snídaně
"25.8. - 1.9.
							(8 dní)",28890,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"9.6. - 16.6.
							(8 dní)",19660,Corfu,The Wave,111737,Greece tours,Bez stravy
"10.6. - 17.6.
							(8 dní)",19660,Corfu,The Wave,111737,,Bez stravy
"11.6. - 18.6.
							(8 dní)",19660,Corfu,The Wave,111737,Greece tours,Bez stravy
"10.6. - 17.6.
							(8 dní)",13890,Corfu,Maltezos,105538,Electra Tours,Snídaně
"10.6. - 17.6.
							(8 dní)",23490,Corfu,Corfu Palace,104048,Pantour,Snídaně
"10.6. - 17.6.
							(8 dní)",29290,Corfu,Corfu Palace,104048,,Polopenze
"25.8. - 3.9.
							(10 dní)",33390,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"26.8. - 2.9.
							(8 dní)",28490,Corfu,Bella Mare (Avlaki),109419,Snail Travel Int.,Snídaně
"26.8. - 2.9.
							(8 dní)",12490,Corfu,Dimitra Studios & Apartments ,62594,Pantour,All Inclusive
"26.8. - 2.9.
							(8 dní)",10390,Corfu,Dimitra Studios & Apartments ,62594,,Bez stravy
"25.8. - 1.9.
							(8 dní)",12390,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Bez stravy
"25.8. - 1.9.
							(8 dní)",12990,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Snídaně
"26.8. - 2.9.
							(8 dní)",13490,Corfu,Nefeli,8719,Pantour,Snídaně
"26.8. - 2.9.
							(8 dní)",24195,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Polopenze
"26.8. - 2.9.
							(8 dní)",21132,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Snídaně
"25.8. - 1.9.
							(8 dní)",25670,Corfu,Chrismos,71560,Greece tours,Snídaně
"26.8. - 2.9.
							(8 dní)",25250,Corfu,Chrismos,71560,,Snídaně
"27.8. - 3.9.
							(8 dní)",24830,Corfu,Chrismos,71560,Greece tours,Snídaně
"26.8. - 2.9.
							(8 dní)",14590,Corfu,Aegli,100428,Electra Tours,Snídaně
"26.8. - 2.9.
							(8 dní)",18390,Corfu,Aegli,100428,Electra Tours,Polopenze
"26.8. - 2.9.
							(8 dní)",13790,Corfu,El Greco,107429,Electra Tours,Snídaně
"8.7. - 15.7.
							(8 dní)",11590,Corfu,Karina,107800,Pantour,Snídaně
"8.7. - 15.7.
							(8 dní)",15790,Corfu,Karina,107800,,Polopenze
"8.7. - 15.7.
							(8 dní)",17150,Corfu,Karina,107800,Electra Tours,Plná penze
"8.7. - 15.7.
							(8 dní)",14490,Corfu,Nefeli,8719,Pantour,Snídaně
"8.7. - 15.7.
							(8 dní)",15590,Corfu,Rezidence Sandras - studia,44750,Inex,Bez stravy
"8.7. - 15.7.
							(8 dní)",12490,Corfu,Dimitra Studios & Apartments ,62594,Pantour,Bez stravy
"8.7. - 15.7.
							(8 dní)",13580,Corfu,Dimitra Studios & Apartments ,62594,,All Inclusive
"8.7. - 15.7.
							(8 dní)",15350,Corfu,Maltezos,105538,Electra Tours,Snídaně
"8.7. - 15.7.
							(8 dní)",15490,Corfu,Aegli,100428,Electra Tours,Snídaně
"8.7. - 15.7.
							(8 dní)",19250,Corfu,Aegli,100428,Electra Tours,Polopenze
"8.7. - 15.7.
							(8 dní)",18390,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"8.7. - 15.7.
							(8 dní)",15850,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"9.7. - 16.7.
							(8 dní)",13914,Corfu,Vila Argyris,112002,Viamare,Bez stravy
"14.7. - 21.7.
							(8 dní)",13990,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Snídaně
"14.7. - 21.7.
							(8 dní)",13390,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Bez stravy
"15.7. - 22.7.
							(8 dní)",13690,Corfu,Paradise Corfu,104741,Pantour,Snídaně
"15.7. - 22.7.
							(8 dní)",15990,Corfu,Paradise Corfu,104741,,Polopenze
"15.7. - 22.7.
							(8 dní)",15850,Corfu,Aegli,100428,Electra Tours,Snídaně
"15.7. - 22.7.
							(8 dní)",19590,Corfu,Aegli,100428,Electra Tours,Polopenze
"15.7. - 22.7.
							(8 dní)",15590,Corfu,Rezidence Sandras - studia,44750,Inex,Bez stravy
"15.7. - 22.7.
							(8 dní)",15190,Corfu,Orange Groove (Benitses),107218,Pantour,Snídaně
"14.7. - 21.7.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"15.7. - 22.7.
							(8 dní)",21990,Corfu,The Wave,111737,,Bez stravy
"16.7. - 23.7.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"15.7. - 22.7.
							(8 dní)",13550,Corfu,El Greco,107429,Electra Tours,Snídaně
"29.7. - 5.8.
							(8 dní)",15690,Corfu,Nefeli,8719,Pantour,Snídaně
"29.7. - 5.8.
							(8 dní)",12990,Corfu,Domenico,109325,Pantour,Snídaně
"29.7. - 5.8.
							(8 dní)",14940,Corfu,Domenico,109325,,Polopenze
"29.7. - 5.8.
							(8 dní)",13980,Corfu,Dimitra Studios & Apartments ,62594,Pantour,All Inclusive
"29.7. - 5.8.
							(8 dní)",12260,Corfu,Dimitra Studios & Apartments ,62594,,Bez stravy
"28.7. - 4.8.
							(8 dní)",50180,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"29.7. - 5.8.
							(8 dní)",50180,Corfu,Grecotel Eva Palace,28162,,Polopenze
"30.7. - 6.8.
							(8 dní)",50180,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"29.7. - 5.8.
							(8 dní)",16990,Corfu,Dassia Beach,107430,Electra Tours,Bez stravy
"29.7. - 5.8.
							(8 dní)",21590,Corfu,Dassia Beach,107430,Electra Tours,Polopenze
"29.7. - 5.8.
							(8 dní)",18090,Corfu,Dassia Beach,107430,Electra Tours,Snídaně
"29.7. - 5.8.
							(8 dní)",22228,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Snídaně
"29.7. - 5.8.
							(8 dní)",25291,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Polopenze
"28.7. - 4.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"29.7. - 5.8.
							(8 dní)",21990,Corfu,The Wave,111737,,Bez stravy
"30.7. - 6.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"29.7. - 5.8.
							(8 dní)",13950,Corfu,El Greco,107429,Electra Tours,Snídaně
"18.8. - 25.8.
							(8 dní)",51120,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"19.8. - 26.8.
							(8 dní)",50810,Corfu,Grecotel Eva Palace,28162,,Polopenze
"20.8. - 27.8.
							(8 dní)",50500,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"19.8. - 26.8.
							(8 dní)",15590,Corfu,Rezidence Sandras - studia,44750,Inex,Bez stravy
"19.8. - 26.8.
							(8 dní)",26390,Corfu,Divani Corfu Palace,58681,Electra Tours,Polopenze
"19.8. - 26.8.
							(8 dní)",22750,Corfu,Divani Corfu Palace,58681,Electra Tours,Snídaně
"19.8. - 26.8.
							(8 dní)",15690,Corfu,Nefeli,8719,Pantour,Snídaně
"19.8. - 26.8.
							(8 dní)",16490,Corfu,Maltezos,105538,Electra Tours,Snídaně
"19.8. - 26.8.
							(8 dní)",18690,Corfu,Paradise Inn,100416,Electra Tours,Polopenze
"16.9. - 23.9.
							(8 dní)",11390,Corfu,Dimitra Studios & Apartments ,62594,Pantour,All Inclusive
"16.9. - 23.9.
							(8 dní)",9790,Corfu,Dimitra Studios & Apartments ,62594,,Bez stravy
"19.8. - 26.8.
							(8 dní)",16150,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"19.8. - 26.8.
							(8 dní)",13950,Corfu,El Greco,107429,Electra Tours,Snídaně
"19.8. - 26.8.
							(8 dní)",12090,Corfu,Karina,107800,Pantour,Snídaně
"19.8. - 26.8.
							(8 dní)",16990,Corfu,Karina,107800,,Polopenze
"19.8. - 26.8.
							(8 dní)",18350,Corfu,Karina,107800,Electra Tours,Plná penze
"16.9. - 23.9.
							(8 dní)",22690,Corfu,Corfu Palace,104048,Pantour,Snídaně
"16.9. - 23.9.
							(8 dní)",28590,Corfu,Corfu Palace,104048,,Polopenze
"16.9. - 23.9.
							(8 dní)",14490,Corfu,Govino Bay,104056,Pantour,Polopenze
"16.9. - 23.9.
							(8 dní)",11090,Corfu,Govino Bay,104056,,Snídaně
"16.9. - 23.9.
							(8 dní)",9590,Corfu,Govino Bay,104056,Pantour,Bez stravy
"16.9. - 23.9.
							(8 dní)",12990,Corfu,Maltezos,105538,Electra Tours,Snídaně
"16.9. - 23.9.
							(8 dní)",19671,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Polopenze
"16.9. - 23.9.
							(8 dní)",16608,Corfu,Divani Corfu Palace,58681,Eti Slovensko SK,Snídaně
"15.9. - 22.9.
							(8 dní)",12190,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Bez stravy
"15.9. - 22.9.
							(8 dní)",12690,Corfu,Aparthotel Blue Lagoon,7973,Blue Style,Snídaně
"16.9. - 23.9.
							(8 dní)",14163,Corfu,Paradise Inn,100416,Eti Slovensko SK,Polopenze
"16.9. - 23.9.
							(8 dní)",12190,Corfu,Paradise Inn,100416,Electra Tours,Snídaně
"16.9. - 23.9.
							(8 dní)",11890,Corfu,Century Resort,102552,Pantour,Snídaně
"16.9. - 23.9.
							(8 dní)",14890,Corfu,Century Resort,102552,,Polopenze
"5.8. - 12.8.
							(8 dní)",15690,Corfu,Nefeli,8719,Pantour,Snídaně
"4.8. - 11.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"5.8. - 12.8.
							(8 dní)",21990,Corfu,The Wave,111737,,Bez stravy
"6.8. - 13.8.
							(8 dní)",21990,Corfu,The Wave,111737,Greece tours,Bez stravy
"4.8. - 11.8.
							(8 dní)",11971,Corfu,Margarita,79899,Solartour SK,Bez stravy
"5.8. - 12.8.
							(8 dní)",14350,Corfu,Apraos Bay,107236,Electra Tours,Bez stravy
"5.8. - 12.8.
							(8 dní)",13150,Corfu,Apraos Bay,107236,Electra Tours,Snídaně
"5.8. - 12.8.
							(8 dní)",15490,Corfu,Apraos Bay,107236,Electra Tours,Polopenze
"5.8. - 12.8.
							(8 dní)",15590,Corfu,Rezidence Sandras - studia,44750,Inex,Bez stravy
"5.8. - 12.8.
							(8 dní)",14090,Corfu,Dimitra Studios & Apartments ,62594,Pantour,All Inclusive
"5.8. - 12.8.
							(8 dní)",12490,Corfu,Dimitra Studios & Apartments ,62594,,Bez stravy
"4.8. - 11.8.
							(8 dní)",12954,Corfu,Milton (Roda),108032,Solartour SK,Snídaně
"2.9. - 9.9.
							(8 dní)",29690,Corfu,Corfu Palace,104048,Pantour,Polopenze
"2.9. - 9.9.
							(8 dní)",23890,Corfu,Corfu Palace,104048,,Snídaně
"2.9. - 9.9.
							(8 dní)",15290,Corfu,Govino Bay,104056,Pantour,Polopenze
"2.9. - 9.9.
							(8 dní)",10390,Corfu,Govino Bay,104056,,Bez stravy
"2.9. - 9.9.
							(8 dní)",11890,Corfu,Govino Bay,104056,Pantour,Snídaně
"3.9. - 10.9.
							(8 dní)",11912,Corfu,Vila Argyris,112002,Viamare,Bez stravy
"2.9. - 9.9.
							(8 dní)",12350,Corfu,Apraos Bay,107236,Electra Tours,Bez stravy
"2.9. - 9.9.
							(8 dní)",12150,Corfu,Apraos Bay,107236,Electra Tours,Snídaně
"2.9. - 9.9.
							(8 dní)",14490,Corfu,Apraos Bay,107236,Electra Tours,Polopenze
"2.9. - 9.9.
							(8 dní)",12990,Corfu,Orange Groove (Benitses),107218,Pantour,Snídaně
"2.9. - 9.9.
							(8 dní)",18378,Corfu,Molfetta Beach,107941,Eti Slovensko SK,Snídaně
"1.9. - 8.9.
							(8 dní)",15290,Corfu,Studia Marios,9374,Blue Style,Bez stravy
"1.9. - 8.9.
							(8 dní)",41370,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
"2.9. - 9.9.
							(8 dní)",41370,Corfu,Grecotel Eva Palace,28162,,Polopenze
"3.9. - 10.9.
							(8 dní)",41370,Corfu,Grecotel Eva Palace,28162,Greece tours,Polopenze
