Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"3.9. - 10.9.
							(8 dní)",20648,Zakynthos,Poseidon Beach,8949,Viamare,All Inclusive
"1.9. - 8.9.
							(8 dní)",9690,Zakynthos,Apartmán Daisy,102171,Fischer,Snídaně
"1.9. - 8.9.
							(8 dní)",11590,Zakynthos,Apartmán Daisy,102171,Fischer,Polopenze
"1.9. - 8.9.
							(8 dní)",21081,Zakynthos,Anastasia Beach,69408,Exim Tours,All Inclusive
"3.9. - 10.9.
							(8 dní)",21610,Zakynthos,Anastasia Beach,69408,Hydrotour SK,All Inclusive
"1.9. - 8.9.
							(8 dní)",12031,Zakynthos,Kozanos,8497,Firo Tour,Bez stravy
"3.9. - 10.9.
							(8 dní)",12567,Zakynthos,Kozanos,8497,Firo-tour SK,Bez stravy
"1.9. - 8.9.
							(8 dní)",14181,Zakynthos,Studia Marietta,97725,Firo Tour,Polopenze
"1.9. - 8.9.
							(8 dní)",12471,Zakynthos,Penzion Christina,8884,Brenna,Bez stravy
"1.9. - 8.9.
							(8 dní)",13911,Zakynthos,Penzion Christina,8884,,Snídaně
"1.9. - 8.9.
							(8 dní)",15351,Zakynthos,Penzion Christina,8884,Brenna,Večeře
"3.9. - 10.9.
							(8 dní)",14780,Zakynthos,Mavrikos,95562,My Planet (Travel Planet),All Inclusive
"16.6. - 23.6.
							(8 dní)",25510,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"17.6. - 24.6.
							(8 dní)",25510,Zakynthos,The Bay Hotel & Suites,9522,,Polopenze
"18.6. - 25.6.
							(8 dní)",25510,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"17.6. - 24.6.
							(8 dní)",13990,Zakynthos,Zante Village,9736,Electra Tours,All Inclusive
"16.6. - 23.6.
							(8 dní)",17291,Zakynthos,Zante Inn,107609,Exim Tours,All Inclusive
"17.6. - 24.6.
							(8 dní)",18490,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,All Inclusive
"17.6. - 24.6.
							(8 dní)",17290,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Polopenze
"17.6. - 24.6.
							(8 dní)",16150,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Snídaně
"16.6. - 23.6.
							(8 dní)",8490,Zakynthos,Apartmány Nikos,111803,Pantour,Bez stravy
"16.6. - 23.6.
							(8 dní)",12490,Zakynthos,Apartmány Nikos,111803,,All Inclusive
"18.6. - 25.6.
							(8 dní)",10490,Zakynthos,Apartmány Nikos,111803,Pantour,Bez stravy
"16.6. - 23.6.
							(8 dní)",12690,Zakynthos,Gina,74756,Pantour,All Inclusive
"16.6. - 23.6.
							(8 dní)",8690,Zakynthos,Gina,74756,,Bez stravy
"18.6. - 25.6.
							(8 dní)",10090,Zakynthos,Gina,74756,Pantour,Bez stravy
"16.6. - 23.6.
							(8 dní)",17520,Zakynthos,Belvedere Suites,28183,Greece tours,Snídaně
"17.6. - 24.6.
							(8 dní)",17520,Zakynthos,Belvedere Suites,28183,,Snídaně
"18.6. - 25.6.
							(8 dní)",14390,Zakynthos,Belvedere Suites,28183,Greece tours,Snídaně
"16.6. - 23.6.
							(8 dní)",14803,Zakynthos,Metaxa,8660,Greece tours,Snídaně
"17.6. - 24.6.
							(8 dní)",14803,Zakynthos,Metaxa,8660,,Snídaně
"7.7. - 14.7.
							(8 dní)",13321,Zakynthos,Kozanos,8497,Firo Tour,Bez stravy
"7.7. - 14.7.
							(8 dní)",16826,Zakynthos,Studia Marietta,97725,Firo Tour,Polopenze
"7.7. - 14.7.
							(8 dní)",19001,Zakynthos,Palazzo Di Zante,8569,Exim Tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",20450,Zakynthos,Palazzo Di Zante,8569,Electra Tours,Polopenze
"8.7. - 15.7.
							(8 dní)",19050,Zakynthos,Palazzo Di Zante,8569,Electra Tours,Snídaně
"7.7. - 14.7.
							(8 dní)",11991,Zakynthos,Studia Athina,9248,Brenna,Bez stravy
"7.7. - 14.7.
							(8 dní)",26670,Zakynthos,Diana Palace,8311,Greece tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",21390,Zakynthos,Diana Palace,8311,,All Inclusive
"9.7. - 16.7.
							(8 dní)",21380,Zakynthos,Diana Palace,8311,Blue Style,All Inclusive
"7.7. - 14.7.
							(8 dní)",29770,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"8.7. - 15.7.
							(8 dní)",29770,Zakynthos,The Bay Hotel & Suites,9522,,Polopenze
"9.7. - 16.7.
							(8 dní)",29770,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"7.7. - 14.7.
							(8 dní)",17301,Zakynthos,Zante Inn,107609,Exim Tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",18090,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Polopenze
"8.7. - 15.7.
							(8 dní)",19290,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,All Inclusive
"8.7. - 15.7.
							(8 dní)",16950,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Snídaně
"23.6. - 30.6.
							(8 dní)",23920,Zakynthos,Diana Palace,8311,Greece tours,All Inclusive
"24.6. - 1.7.
							(8 dní)",20050,Zakynthos,Diana Palace,8311,,All Inclusive
"25.6. - 2.7.
							(8 dní)",19570,Zakynthos,Diana Palace,8311,Electra Tours,All Inclusive
"23.6. - 30.6.
							(8 dní)",25510,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"24.6. - 1.7.
							(8 dní)",25510,Zakynthos,The Bay Hotel & Suites,9522,,Polopenze
"25.6. - 2.7.
							(8 dní)",26120,Zakynthos,The Bay Hotel & Suites,9522,Greece tours,Polopenze
"24.6. - 1.7.
							(8 dní)",15390,Zakynthos,Zante Village,9736,Electra Tours,All Inclusive
"23.6. - 30.6.
							(8 dní)",16826,Zakynthos,Zante Inn,107609,Exim Tours,All Inclusive
"24.6. - 1.7.
							(8 dní)",18490,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,All Inclusive
"24.6. - 1.7.
							(8 dní)",17290,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Polopenze
"24.6. - 1.7.
							(8 dní)",16150,Zakynthos,Zante Royal Resort & Waterpark,89809,Electra Tours,Snídaně
"23.6. - 30.6.
							(8 dní)",8890,Zakynthos,Apartmány Nikos,111803,Pantour,Bez stravy
"23.6. - 30.6.
							(8 dní)",13190,Zakynthos,Apartmány Nikos,111803,,All Inclusive
"25.6. - 2.7.
							(8 dní)",10690,Zakynthos,Apartmány Nikos,111803,Pantour,Bez stravy
"23.6. - 30.6.
							(8 dní)",8690,Zakynthos,Gina,74756,Pantour,Bez stravy
